account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,derived_account_age,derived_credit_history_length,derived_recency_of_activity,derived_delinquent_to_credit_ratio,derived_default_to_credit_ratio,derived_balance_stability,derived_high_application_frequency,derived_behavioral_risk_flag,derived_income_to_balance_ratio,derived_debt_income_balance_ratio,derived_fico_with_delinquency,derived_late_payment_risk,derived_new_account_risk,derived_log_debt_to_income_ratio,derived_log_max_balance,derived_log_avg_balance,derived_fico_binned,derived_standardized_dti_ratio,derived_high_risk_indicator,derived_combined_behavior_flag
2020-04-09,28,Atlanta,Retail Worker,10495,692.0,0,False,1,1.3881667900882932,False,101381.53464146062,76615.51935132778,0.0,0,2019-07-08,2024-03-19,4,False,False,False,True,True,4,5,261,0.0,0.0,0.7557072785986126,0,1,0.13698090292871182,10.132919166242397,692.0,0.0,0.6666666666666666,0.8705260381869007,11.52665611310916,11.246567989806023,Good,-0.13032424873251386,1,1
2019-11-20,28,New York,Consultant,15932,791.0,0,False,1,2.0919430566698822,False,47774.68272615085,39534.30511841324,0.0,0,2015-12-29,2024-08-31,0,True,False,False,False,False,5,8,96,0.0,0.0,0.8274984858933989,0,0,0.4029815870215658,5.190705773723289,791.0,0.0,0.0,1.1287997142133812,10.774272059454317,10.584949352153588,Very Good,0.8916021367640314,0,0
2024-09-28,41,New York,Lawyer,46654,458.0,0,False,1,0.9022116018318465,False,67595.24603017399,64187.48323,4.0,1,2020-10-10,2024-06-12,3,True,False,False,False,False,0,4,176,2.0,0.5,0.9495717144018269,0,0,0.7268282042563541,1.2412537147678293,458.0,0.0,0.6,0.6430172102126447,11.121307728391074,11.069579084645122,Low,-0.835961043591142,0,0
2020-04-21,70,Los Angeles,Other,5870,574.0,1,True,1,1.1677102202202745,False,85745.75535825967,56829.25293397416,2.0,1,2017-01-09,2023-12-03,1,False,False,True,False,True,4,7,368,1.0,0.5,0.6627568902932256,0,1,0.10329005585844941,11.303031759237719,287.0,0.46131627312177537,0.125,0.7736714123837828,11.359153525924654,10.94782408499346,Low,-0.4504407350392783,0,1
2023-03-19,53,Houston,Accountant,27455,470.0,105,False,8,0.8228179946998444,False,1719.8478539487814,807.6961255272341,4.0,2,2022-02-18,2024-09-20,4,True,True,False,False,False,1,2,76,0.4444444444444444,0.2222222222222222,0.46935940540811694,1,1,33.94971131103238,0.024205525434628224,4.433962264150943,57.60311797738748,1.3333333333333333,0.6003836523688715,7.450572386695621,6.695423229101348,Low,-0.9512454398127268,0,1
2020-01-24,57,Houston,Banker,5682,687.0,0,False,1,1.1324628889335884,False,12080.68040022866,8971.746586479798,0.0,0,2019-08-31,2024-03-31,0,False,False,False,False,False,4,5,249,0.0,0.0,0.7425909550057289,0,0,0.6332509165656902,1.7878180640691486,687.0,0.0,0.0,0.7572775976219949,9.399445567793661,9.101947105116102,Good,-0.5016220259844264,0,0
2022-07-24,41,Dallas,Teacher,58901,557.0,110,True,2,1.518563181276302,True,6177.967069205917,2131.9421300135814,0.0,2,2024-03-02,2024-03-12,1,True,False,True,False,False,2,0,268,0.0,0.6666666666666666,0.3450321236762256,0,1,27.6149076766677,0.05496398803521782,5.018018018018018,43.675696054707124,1.0,0.9236885727565978,8.728906395576947,7.665257587307983,Low,0.05901932401370788,0,1
2023-10-31,20,Atlanta,Accountant,16310,422.0,1,False,1,1.4042336980174843,False,64434.60915863755,51612.806450768825,4.0,2,2021-04-22,2024-09-21,4,True,False,False,False,False,1,3,75,2.0,1.0,0.80099819222164,0,0,0.316000719992568,4.443408869316644,211.0,0.415932943966551,1.0,0.8772312241018616,11.0734216965249,10.851544482555386,Low,-0.10699411112225311,0,0
2022-02-16,39,New York,Accountant,3454,604.0,0,False,1,1.150563872809241,False,33348.172918228614,21576.869292499887,0.0,0,2022-02-25,2024-05-12,0,False,False,False,False,False,2,2,207,0.0,0.0,0.6469986330817218,0,0,0.1600714117403869,7.18540269067365,604.0,0.0,0.0,0.7657300741766481,10.414788250983129,9.979423498650169,Fair,-0.4753382851077616,0,0
2022-10-16,70,Dallas,Other,9162,545.0,0,False,1,1.465333761869385,False,73440.95380112891,50198.42742647606,1.0,0,2019-09-19,2024-10-02,1,False,False,False,False,False,2,5,64,0.5,0.0,0.6835116010449117,0,0,0.1825120418638042,8.0276602096219,545.0,0.0,0.16666666666666666,0.9023271986815447,11.204250628986363,10.823758899767682,Low,-0.018273063865195272,0,0
2024-01-09,19,Houston,Doctor,91104,677.0,0,False,1,0.981162353,False,47392.87627298361,30352.353060193185,0.0,0,2018-02-10,2023-12-25,4,False,False,True,False,True,0,6,346,0.0,0.0,0.6404277397646673,0,1,3.0014476430110806,0.3268820168775138,677.0,0.0,0.5714285714285714,0.6836837194314757,10.766248306784004,10.32066227012798,Good,-0.7213197014421668,0,1
2021-04-04,41,Dallas,Software Developer,72993,672.0,39,False,2,1.1690718471151806,False,50485.28776076917,30352.353060193185,1.0,0,2015-06-11,2024-10-07,0,True,False,False,False,False,3,9,59,0.3333333333333333,0.0,0.6011999377735742,0,0,2.4047755071819874,0.4861232629582178,16.8,17.980040657421824,0.0,0.774299355830563,10.829457048902926,10.32066227012798,Good,-0.44846356911712365,0,0
2023-04-09,61,Atlanta,Other,7423,714.0,10,False,1,1.820369111711364,False,58055.27182977438,46396.82483941655,0.0,0,2015-01-03,2024-02-01,0,False,False,True,False,False,1,9,308,0.0,0.0,0.7991698980509073,0,1,0.15998594817086997,11.376528396976894,64.9090909090909,3.545635200185598,0.0,1.0368677670623736,10.969168023146516,10.745007858654667,Good,0.49726008070903055,0,1
2021-03-31,47,Houston,Other,2123,636.0,0,False,1,0.7912015919130382,False,73608.55673,30352.353060193185,0.0,0,2019-03-31,2023-12-23,0,False,False,True,False,False,3,5,348,0.0,0.0,0.41234255996847907,0,1,0.06994284933825654,11.306417165504437,636.0,0.0,0.0,0.5828866750431019,11.206530143162592,10.32066227012798,Fair,-0.9971543994587511,0,1
2022-11-21,55,Boston,Teacher,35967,393.0,97,True,5,2.9682369333244942,True,11614.97305998898,3538.799918,3.0,1,2019-10-27,2024-02-02,3,False,False,True,False,False,2,5,307,0.5,0.16666666666666666,0.30464945981919805,0,1,10.1607437802082,0.292037272471455,4.010204081632653,24.444104933708108,0.5,1.3783218986592722,9.360136417846062,8.171825484191503,Low,2.164034693138944,0,1
2020-11-26,19,Houston,Artist,18274,610.0,0,False,1,2.2092664269802693,False,56178.33053107093,54674.20375427779,0.0,0,2024-05-21,2024-04-11,0,False,False,True,False,False,4,0,238,0.0,0.0,0.9732085312771624,0,1,0.3342282926301896,6.60956950895784,610.0,0.0,0.0,1.1660423836050777,10.93630418408796,10.909165572182337,Fair,1.061962879870544,0,1
2020-02-24,38,Miami,Accountant,19858,582.0,0,False,1,1.247786815229074,True,23343.269760188126,21732.645765229565,1.0,1,2021-06-26,2024-06-18,2,False,False,False,True,False,4,3,170,0.5,0.5,0.9309627582479764,0,1,0.9136985213852015,1.3655123040383415,582.0,0.0,0.5,0.8099460944513515,10.058106826564035,9.986616834844051,Fair,-0.33416459845159124,0,1
2022-10-15,50,New York,Other,5109,465.0,101,True,4,2.4738492232772185,False,12486.241849963348,5151.425469746378,4.0,2,2016-05-20,2023-12-04,4,False,False,True,False,False,2,8,367,0.8,0.4,0.41253509234799507,0,1,0.9915718393208478,2.4939040894525553,4.5588235294117645,29.074376436153127,0.4444444444444444,1.2452632654024358,9.432462750067518,8.547222847787872,Low,1.4461533584691346,0,1
2021-11-20,29,Atlanta,Teacher,36972,714.0,0,False,1,0.8684515701880975,False,79132.17883506001,55529.29579416335,0.0,0,2019-04-16,2023-11-10,0,False,False,True,False,False,3,5,391,0.0,0.0,0.7017195140094771,0,1,0.6657987225035822,1.3043167750488323,714.0,0.0,0.0,0.6251100505216506,11.278887520108498,10.924684020966708,Good,-0.8849826840615169,0,1
2020-03-09,39,Atlanta,Doctor,66881,570.0,56,False,1,0.9305577811065742,False,19548.235739704807,30352.353060193185,2.0,1,2017-11-23,2024-03-07,2,False,False,False,False,False,4,7,273,1.0,0.5,1.5526107242416172,0,0,2.2034138985360037,0.422305228836708,10.0,29.00716080505056,0.25,0.6578089669173773,9.880691472051156,10.32066227012798,Low,-0.7948006494369562,0,0
2024-09-09,61,San Francisco,Consultant,16904,501.0,0,False,1,1.2042911217713268,False,72187.65645271851,55024.90266863853,2.0,1,2016-01-06,2024-06-08,2,False,False,False,False,False,0,8,180,1.0,0.5,0.7622375227980349,0,0,0.30720077600170415,3.919905457567156,501.0,0.0,0.2222222222222222,0.790405970485852,11.187038199694168,10.91555931096049,Low,-0.3973230181235743,0,0
2019-11-07,42,Miami,Teacher,35762,488.0,0,False,1,1.933065208356704,False,87309.03954608427,50756.37389700769,3.0,2,2017-08-10,2023-11-30,3,False,False,False,True,False,5,7,371,1.5,1.0,0.5813349090309058,0,1,0.7045675781525861,2.7434885351522507,488.0,0.0,0.375,1.0760480223962132,11.377220735743524,10.83481218481244,Low,0.6609017381120799,0,1
2023-04-17,66,Chicago,Artist,13697,747.0,1,False,1,1.361047350961681,False,57269.66661236736,30352.353060193185,0.0,0,2017-02-18,2024-03-31,4,False,False,False,True,True,1,7,249,0.0,0.0,0.5299807886929454,0,1,0.4512516285379651,3.0158409788311875,373.5,0.42354084918825907,0.5,0.8591053133710016,10.955543845137996,10.32066227012798,Very Good,-0.1697033408095548,1,1
2020-02-09,44,Houston,Accountant,31500,310.0,90,False,6,1.977127872887385,False,8177.832046403366,1791.0041396202394,3.0,2,2021-05-19,2024-03-11,4,True,False,True,False,True,4,3,269,0.42857142857142855,0.2857142857142857,0.21898042770151172,1,1,17.578084393641785,0.11241053315449874,3.4065934065934065,30.230478448583725,1.0,1.0909590347179399,9.009304637789247,7.491089903588144,Low,0.7248834346218264,0,1
2022-01-17,59,San Francisco,Accountant,29161,651.0,0,False,1,1.758605848052553,False,93261.06400950217,57494.12906,0.0,0,2021-10-02,2024-06-25,0,False,False,False,False,False,2,3,163,0.0,0.0,0.616479269150017,0,0,0.5071907912332635,3.4671665727180656,651.0,0.0,0.0,1.0147254245919852,11.443168701894184,10.959455511197177,Fair,0.40757602657930575,0,0
2019-12-05,45,Los Angeles,Accountant,23444,772.0,28,False,1,1.0571474034766686,False,54848.98659910446,40397.044367275135,0.0,0,2015-04-27,2024-10-07,0,False,False,False,False,False,5,9,59,0.0,0.0,0.7365005330363145,0,0,0.5803251213563957,1.8215240162506585,26.620689655172413,13.611081030303799,0.0,0.72132026754758,10.912357221384376,10.606536656026982,Very Good,-0.6109847389368742,0,0
2023-08-15,33,Atlanta,Banker,5795,713.0,0,False,1,0.9380343607079332,False,37506.4044337829,32534.9285,0.0,0,2015-01-08,2024-09-27,0,False,False,False,False,False,1,9,69,0.0,0.0,0.8674268185482814,0,0,0.17811079219700152,5.265507394095207,713.0,0.0,0.0,0.6616742432948538,10.53229364403505,10.390100250018872,Good,-0.7839441964266751,0,0
2022-09-05,32,Atlanta,Teacher,36305,588.0,0,True,1,1.5288678061853014,False,83803.62389945083,62200.47069580791,2.0,1,2019-09-22,2024-09-16,1,False,False,False,False,False,2,5,80,1.0,0.5,0.7422081002408211,0,0,0.5836678714165321,2.6192997624743284,588.0,0.0,0.16666666666666666,0.9277716951414531,11.336243462745678,11.038133923074877,Fair,0.07398227259152912,0,0
2022-09-08,64,Los Angeles,Banker,7921,573.0,0,True,1,1.1196843403871857,False,24122.710099215084,18784.12620074928,1.0,0,2022-03-26,2023-12-28,1,False,False,False,False,False,2,2,343,0.5,0.0,0.7786582629079289,0,0,0.42166339024563254,2.6549219836954823,573.0,0.0,0.3333333333333333,0.7512671815540244,10.090950457387706,9.840820676151553,Low,-0.5201772637041451,0,0
2020-02-29,68,Miami,Other,8785,712.0,0,True,1,1.1326052205559662,False,84846.30203355831,52999.12945,0.0,0,2017-08-05,2024-07-11,0,False,False,False,False,False,4,7,147,0.0,0.0,0.6246413047881958,0,0,0.1657543121340433,6.832129603914348,712.0,0.0,0.0,0.7573443405760472,11.348608473263008,10.878049634984107,Good,-0.5014153517225832,0,0
2021-02-24,61,San Francisco,Consultant,14661,376.0,98,True,2,1.4375523540780788,True,22491.14054200752,5547.5791479372665,3.0,1,2020-03-06,2024-06-11,3,True,False,False,True,False,3,4,177,1.0,0.3333333333333333,0.2466452287000569,0,1,2.642298074715282,0.5439186648173292,3.797979797979798,40.20426467396437,0.6,0.8909944022553383,10.020921217925716,8.621297164583812,Low,-0.05861337512075207,0,1
2024-08-04,72,Seattle,Teacher,28527,731.0,0,False,1,1.745769234028765,False,101205.6519054522,60504.396831693455,0.0,0,2024-05-17,2024-01-11,0,False,False,False,False,False,0,0,329,0.0,0.0,0.597830238354461,0,0,0.47147860346000103,3.7025629035417102,731.0,0.0,0.0,1.0100612666799986,11.524919763966391,11.010487843870152,Good,0.38893647421835204,0,0
2024-01-15,69,Miami,Teacher,52122,553.0,0,False,1,0.9726365490113336,False,70141.96078619995,43887.47687992021,2.0,0,2018-11-30,2024-01-08,2,False,False,False,False,False,0,6,332,1.0,0.0,0.6256861185784832,0,0,1.1876010220770907,0.8189583112503172,553.0,0.0,0.2857142857142857,0.6793709977100878,11.158290735323918,10.689407078956854,Low,-0.7336996927367153,0,0
2020-05-30,74,New York,Lawyer,68273,754.0,0,False,1,1.2466340064417138,False,31148.127230636885,23608.515797558044,0.0,0,2018-03-26,2023-11-25,0,True,False,False,False,False,4,6,376,0.0,0.0,0.7579190139984971,0,0,2.891757738083792,0.4310744739557119,754.0,0.0,0.0,0.8094330989583245,10.34654150554497,10.069405121506618,Very Good,-0.3358385476499039,0,0
2023-06-21,20,Boston,Banker,46085,578.0,0,False,1,1.2704238557090377,False,29164.61472348881,16461.966067157693,0.0,1,2015-03-03,2024-04-05,2,False,False,True,False,False,1,9,244,0.0,0.5,0.5644306222662913,0,1,2.7993133079424797,0.4537966932168081,578.0,0.0,0.2,0.8199665346398627,10.280745716403938,9.70886865648801,Low,-0.30129422464885897,0,1
2023-11-29,54,Dallas,Accountant,16354,527.0,112,False,1,2.7393649561643527,True,16086.87600383635,4810.330672213434,4.0,1,2017-02-16,2024-04-16,2,True,True,False,False,False,1,7,233,2.0,0.5,0.29900346516012133,0,1,3.3990596602408134,0.8057016980143072,4.663716814159292,29.951609782128305,0.25,1.3189157991921412,9.685821224053091,8.478728971869893,Low,1.8316985183247905,0,1
2021-11-23,68,Los Angeles,Banker,6094,646.0,0,True,1,0.91821929,False,96098.23984,78184.35480104161,0.0,0,2020-04-18,2024-09-22,0,False,False,False,False,False,3,4,74,0.0,0.0,0.8135793262383169,0,0,0.07794298581246335,11.778569771045206,646.0,0.0,0.0,0.6513973025639332,11.473136684833447,11.266837630235488,Fair,-0.8127168967129089,0,0
2021-04-15,24,Atlanta,Teacher,59938,433.0,106,False,3,1.950109842369692,True,49390.69068322666,9033.649084428434,3.0,2,2014-12-26,2024-05-08,3,False,True,True,True,False,3,9,211,0.75,0.5,0.18289815471929669,0,3,6.634236641609628,0.2939089406239318,4.046728971962617,35.93086551477518,0.3,1.0818424043601247,10.807537484235018,9.108822362695786,Low,0.6856515940764045,0,3
2020-09-30,38,Los Angeles,Doctor,29388,777.0,0,False,1,1.6296725359482804,False,16902.094015856444,15358.121234031412,0.0,0,2014-10-30,2024-07-07,0,False,False,True,False,False,4,10,151,0.0,0.0,0.9085982258410369,0,1,1.913390717620264,0.8516352505653513,777.0,0.0,0.0,0.9668593273912481,9.735251962015786,9.639464793738952,Very Good,0.22035693456756586,0,1
2020-06-16,26,Dallas,Accountant,20900,504.0,93,True,2,1.691201909831704,False,32427.952974116622,8679.096398754597,3.0,1,2015-09-26,2024-08-07,2,True,True,False,False,True,4,9,120,1.0,0.3333333333333333,0.2676341849729738,0,1,2.407807360641604,0.7022680448393492,5.361702127659575,34.55705038713198,0.2,0.9899879004542751,10.386806913060669,9.06878791344003,Low,0.3097013663711112,0,1
2020-02-07,56,Miami,Banker,6711,413.0,0,False,1,1.5986349514108795,False,72140.53668515809,45306.30948872162,3.0,2,2016-11-24,2024-04-20,3,False,False,True,False,False,4,8,229,1.5,1.0,0.6280197452190207,0,1,0.14812179482144208,10.790859634700352,413.0,0.0,0.3333333333333333,0.9549862884687431,11.186385255660628,10.72122365582135,Low,0.17528845458754014,0,1
2022-08-01,35,Seattle,Teacher,39262,537.0,0,False,1,1.2605749158000032,True,59820.196221278384,37832.95009836774,0.0,0,2015-05-09,2024-05-31,3,False,False,False,False,True,2,9,188,0.0,0.0,0.6324338610418923,0,0,1.0377451970497225,1.2146618415484207,537.0,0.0,0.3,0.8156191684553005,10.999115328996345,10.540962129262105,Low,-0.3155954906052969,0,0
2024-02-25,21,Houston,Banker,7602,639.0,0,False,1,1.5066082783101225,False,59032.83052,47873.721554262906,0.0,0,2014-12-27,2024-01-10,0,True,False,True,False,False,0,9,330,0.0,0.0,0.810954009464858,0,1,0.15878943528441464,9.486642799837727,639.0,0.0,0.0,0.9189305557950026,10.985865957201737,10.776342910367086,Fair,0.04166007028875501,0,1
2022-05-22,42,Seattle,Lawyer,57464,797.0,0,False,1,0.9697726383145072,False,36522.12816841539,25960.98537,0.0,0,2020-09-27,2024-08-09,0,False,False,False,False,False,2,4,118,0.0,0.0,0.7108094698320677,0,0,2.213390046294445,0.43811456148106187,797.0,0.0,0.0,0.6779181240663243,10.505700987349906,10.164388645936873,Very Good,-0.7378582670532498,0,0
2024-03-24,31,Houston,Other,5598,636.0,0,False,2,1.167099164042712,False,51758.12482330418,41650.36783411998,0.0,0,2022-11-26,2024-02-18,0,False,False,False,False,False,0,2,291,0.0,0.0,0.8046961376628068,0,0,0.13440134840936074,8.681927037198228,636.0,0.0,0.0,0.7733894824867829,10.854356020672178,10.637089488211071,Fair,-0.45132802615795287,0,0
2023-05-25,67,Los Angeles,Other,2576,356.0,92,True,2,2.6579646734214366,True,21857.297690961143,11597.30789749489,0.0,1,2023-08-06,2024-05-25,4,False,True,True,False,False,1,1,194,0.0,0.3333333333333333,0.5305677533292364,0,2,0.22210136364429406,11.961674310567656,3.827956989247312,25.15059827353358,2.0,1.2969068925741565,9.992335885457681,9.358614495548649,Low,1.7135003058077427,0,2
2024-03-17,26,New York,Retail Worker,17227,803.0,0,False,1,1.579971436864266,False,38867.923675787424,22379.05275914539,0.0,0,2018-01-24,2024-09-27,0,False,False,False,False,False,0,6,69,0.0,0.0,0.5757569452093151,0,0,0.7697479619640465,2.0523719609663433,803.0,0.0,0.0,0.9477783278893996,10.567950333104958,10.015925339286971,Excellent,0.14818788460963547,0,0
2021-10-17,43,Houston,Artist,51687,800.0,0,False,1,1.1428819467907778,False,24729.58350213462,16204.2022989692,0.0,0,2018-09-16,2024-04-10,0,False,False,True,False,False,3,6,239,0.0,0.0,0.6552292750217775,0,1,3.189531302752559,0.35829380648579007,800.0,0.0,0.0,0.7621516271489347,10.115795955147524,9.693087599235412,Excellent,-0.4864929137340311,0,1
2024-01-23,70,Miami,Accountant,21798,450.0,104,True,2,1.343577744133686,False,37741.63016,17874.953626254355,4.0,1,2016-08-20,2023-12-30,3,True,False,True,False,True,0,8,341,1.3333333333333333,0.3333333333333333,0.47360116532626817,0,1,1.2194034766338477,1.1017197976814108,4.285714285714286,44.376594828282116,0.3333333333333333,0.8516787121993387,10.538545508068124,9.791211715859687,Low,-0.1950702834154674,0,1
2023-07-29,19,Atlanta,Software Developer,71012,547.0,0,False,1,1.6523669426308871,True,32193.23442195137,21121.95402196507,1.0,1,2017-03-23,2024-01-11,1,True,True,True,False,True,1,7,329,0.5,0.5,0.656078779359426,0,2,3.3618403906081005,0.4914764703598579,547.0,0.0,0.125,0.9754524272434175,10.379542660281299,9.958115596503772,Low,0.2533106076216376,0,2
2021-10-03,37,Houston,Banker,8233,746.0,0,False,1,1.6326843133663649,False,89133.90908014713,76087.12567082145,0.0,0,2021-04-15,2024-01-24,3,False,False,False,False,True,3,3,316,0.0,0.0,0.8536175832344929,0,0,0.10820348020686256,15.08698767693532,746.0,0.0,0.75,0.9680039771492053,11.39790633336129,11.239647495811859,Very Good,0.22473022044964433,0,0
2021-11-12,45,Los Angeles,Other,5182,680.0,0,False,2,1.0627579796872484,True,20273.30176069302,12861.947898409868,0.0,0,2021-06-17,2024-03-11,0,False,False,True,False,False,3,3,269,0.0,0.0,0.634396589841929,0,1,0.40286255070974863,2.637302288897689,680.0,0.0,0.0,0.7240439124651995,9.917109439953755,9.46210620156984,Good,-0.6028378375142386,0,1
2020-08-31,64,Atlanta,Banker,2390,710.0,0,False,1,0.7909400750491031,False,46607.41462909099,30352.353060193185,0.0,0,2021-06-24,2024-06-29,0,False,False,False,False,False,4,3,159,0.0,0.0,0.6512204566865601,0,0,0.07873924160076926,10.040523800646621,710.0,0.0,0.0,0.5827406635847546,10.749536375252397,10.32066227012798,Good,-0.9975341380151614,0,0
2022-05-01,24,Miami,Other,5193,644.0,0,False,1,0.8808931277586489,False,28945.46406593877,20585.13399317539,0.0,0,2024-07-22,2024-08-25,0,False,False,True,False,False,2,0,102,0.0,0.0,0.7111450278100759,0,1,0.2522571747430361,3.4912019770079237,644.0,0.0,0.0,0.6317467319895308,10.273203336195714,9.932373021011955,Fair,-0.8669167779465274,0,1
2024-10-05,61,Boston,Accountant,29800,561.0,0,False,1,0.9680857298835064,False,57191.45455567469,43382.20141,2.0,1,2024-02-10,2024-07-14,2,False,False,False,True,False,0,0,144,1.0,0.5,0.7585301548435742,0,1,0.6869018198627218,1.4092711692880484,561.0,0.0,2.0,0.6770613596139442,10.954177255304225,10.677827580874066,Low,-0.7403077617540723,0,1
2020-02-12,25,San Francisco,Teacher,47480,686.0,2,False,1,1.612494821164602,False,46310.24688596839,35621.91596993349,0.0,0,2020-09-20,2024-09-01,0,False,False,False,False,False,4,4,95,0.0,0.0,0.7691849899365676,0,0,1.3328499003302858,1.2097503216334615,228.66666666666666,0.7655517568101577,0.0,0.9603056349596256,10.743140123879519,10.480744416770227,Good,0.19541383714650495,0,0
2023-08-14,64,Chicago,Consultant,14664,404.0,94,False,6,1.654957492042009,True,9054.818548570123,2250.896990318912,4.0,2,2016-11-16,2024-01-28,3,False,False,True,False,False,1,8,312,0.5714285714285714,0.2857142857142857,0.2485580931471202,0,1,6.511843154034899,0.2540156043602518,4.252631578947368,35.40546328208883,0.3333333333333333,0.9764286440354154,9.111162763644407,7.719528246791968,Low,0.25707224455352323,0,1
